1,6,-188.467015
2,5,-145.034444
3,6,-404.064237
4,7,-99.309486
5,1,8.505243
6,8,152.346544
7,2,54.549583
8,9,-139.454111
9,8,155.982148
10,1,8.702757
11,5,-149.261902
12,9,-139.953625
13,8,154.283692
14,7,-97.660463
15,1,6.863570
16,2,55.011818
17,2,53.998437
18,9,-137.517089
19,9,-136.916335
20,1,6.827527
21,9,-137.182039
22,8,152.883500
23,6,-404.736359
24,7,-100.137047
25,2,53.303399
26,8,152.339889
27,8,152.845243
28,8,151.413518
29,5,-140.077704
30,1,10.372038
31,7,-98.664271
32,2,53.008795
33,8,151.972182
34,1,7.832059
35,1,7.944823
36,8,149.650602
37,8,151.626204
38,8,-69.417227
39,2,20.891831
40,5,116.588498
41,6,22.955321
42,7,-15.352921
43,1,16.591327
44,2,-88.355810
45,2,-89.039713
46,1,15.823568
47,8,-304.090486
48,2,-89.685009
49,7,-14.386156
50,2,-88.983014
51,1,15.454757
52,1,14.283710
53,5,112.266974
54,8,-303.830575
55,1,15.071344
56,2,-90.239884
57,2,-90.497083
58,6,23.372270
59,7,-16.113521
60,1,17.924899
61,9,-159.721587
62,2,-90.198755
63,2,-90.513066
64,9,-159.419129
65,1,17.149987
66,2,-90.276970
67,9,-159.267956
68,9,-158.739172
69,7,-14.569428
70,1,16.270628
71,8,-305.627313
72,5,120.854255
73,2,-91.643372
74,1,15.617983
75,8,-306.110464
76,6,27.263164
77,5,81.080249
78,6,-76.239306
79,7,-33.650780
80,9,-52.214016
81,1,11.512842
82,8,-108.452034
83,9,-52.149985
84,2,131.981774
85,1,12.228357
86,7,-32.127046
87,1,10.965041
88,2,132.980138
89,9,-49.639023
90,1,10.040359
91,9,-50.341141
92,8,-110.601447
93,6,-75.903981
94,7,-34.877668
95,1,13.421634
96,9,-54.191398
97,5,85.567621
98,8,-109.183252
99,1,12.770338
100,8,-111.854587
101,2,132.069863
102,8,-110.690662
103,5,85.118404
104,7,-32.887608
105,8,-111.444321
106,2,131.110512
107,2,131.320770
108,1,11.066984
109,6,-71.209756
110,8,-111.676332
111,7,15.200958
112,5,-74.786687
113,6,-38.800919
114,7,-111.282974
115,8,107.686069
116,1,74.413978
117,5,-78.653090
118,8,106.244636
119,2,-176.826658
120,1,74.201657
121,2,-177.177956
122,7,-109.178650
123,1,74.043781
124,2,-176.295461
125,9,-45.137384
126,5,-79.071122
127,9,-43.257408
128,1,72.646280
129,8,104.776454
130,2,-178.453203
131,6,-38.959707
132,7,-112.051132
133,1,75.879570
134,8,104.946463
135,9,-47.594926
136,1,75.875208
137,9,-48.622886
138,2,-177.992060
139,9,-46.577041
140,7,-110.060599
141,1,74.802861
142,8,104.568658
143,2,-177.898499
144,8,106.398006
145,1,73.586497
146,6,-34.329460
147,2,-178.148931
148,2,-179.007640
149,5,-2.189759
150,6,201.872360
151,7,140.579897
152,1,-27.347429
153,8,32.351445
154,6,197.675415
155,2,8.297420
156,1,-28.456159
157,8,31.188978
158,8,32.415076
159,7,141.991502
160,1,-29.523734
161,9,-127.109624
162,9,-126.837912
163,2,6.885458
164,1,-29.371130
165,1,-30.442721
166,6,201.298312
167,7,139.661051
168,1,-25.724829
169,2,7.496804
170,5,2.705939
171,1,-27.237958
172,2,7.056779
173,9,-129.975274
174,7,141.250870
175,8,30.524763
176,2,7.137581
177,2,6.364640
178,1,-28.006079
179,1,-28.649067
180,8,28.928562
181,8,30.282331
