1,0,18.551850
2,3,-66.357250
3,8,-82.950750
4,2,28.654000
5,3,-238.325500
6,0,-145.294400
7,6,138.552300
8,7,44.390400
9,7,44.026100
10,6,136.210800
11,5,-101.712500
12,5,-101.658600
13,0,-145.451650
14,6,137.791950
15,6,135.349500
16,7,43.502000
17,5,-99.731700
18,3,-240.337600
19,0,-142.511000
20,6,139.791100
21,7,45.900500
22,6,138.247050
23,2,33.188200
24,0,-143.063550
25,6,139.183650
26,7,47.090800
27,7,47.364900
28,6,136.958550
29,7,46.006100
30,7,45.099100
31,8,-79.988700
32,0,-144.275600
33,2,30.146800
34,6,138.450100
35,7,45.012900
36,0,-148.046100
37,6,139.527550
38,3,-240.865100
39,3,-239.993700
40,2,33.502300
41,6,136.452900
42,8,161.007900
43,8,157.804400
44,8,-78.766400
45,0,-145.942700
46,8,-76.686300
47,2,196.662400
48,6,-39.943000
49,6,-37.876500
50,2,198.098900
51,6,-39.894350
52,5,-34.801000
53,7,50.144600
54,6,-38.120250
55,7,53.354200
56,2,201.811600
57,2,-207.212250
58,3,157.955650
59,0,-351.629700
60,6,280.893900
61,7,15.798800
62,5,33.766800
63,8,63.855550
64,7,15.848300
65,6,278.604500
66,8,63.275200
67,7,14.069700
68,8,62.450350
69,3,155.630000
70,7,14.353700
71,0,-351.847500
72,6,279.459200
73,7,16.560400
74,5,34.937500
75,6,277.587600
76,8,63.369300
77,2,-211.581900
78,6,277.751100
79,7,15.053450
80,8,62.812600
81,5,36.885500
82,7,15.394650
83,5,38.246100
84,2,-202.246200
85,0,-349.582100
86,3,156.107000
87,7,17.934100
88,6,281.369000
89,4,-25.998800
90,0,-352.427200
91,3,156.421100
92,8,64.706750
93,6,279.924900
94,6,278.300700
95,6,279.279100
96,5,37.678900
97,1,-51.819300
98,2,194.326100
99,2,190.033600
100,2,-200.465000
101,3,155.765100
102,2,-197.283600
103,6,-41.193450
104,6,-39.381700
105,7,53.256400
106,8,162.027400
107,2,198.192000
108,7,53.756900
109,7,-101.581150
110,7,-408.574500
111,2,-46.764750
112,6,2.431300
113,3,-244.616900
114,0,317.929300
115,5,107.882100
116,7,-412.802200
117,0,317.582500
118,2,-51.104700
119,8,-31.125200
120,3,-245.209200
121,0,315.179250
122,8,-30.734500
123,0,315.862100
124,8,-31.488900
125,6,3.737500
126,3,-246.592400
127,0,320.570000
128,5,107.628700
129,8,-29.940050
130,0,321.256700
131,5,109.393400
132,3,-247.511350
133,0,318.555600
134,5,106.887300
135,5,108.817700
136,0,318.569050
137,8,-29.666700
138,7,-404.871050
139,2,-43.962500
140,3,-244.717200
141,6,4.379500
142,5,108.190200
143,5,107.707300
144,0,315.447000
145,6,4.624700
146,5,110.702100
147,0,318.163300
148,3,-246.812250
149,6,3.746600
150,3,-246.213300
151,2,-40.164100
152,7,-103.520200
153,7,-106.372800
154,7,-403.451800
155,3,-246.045700
156,7,-400.886300
157,2,102.529000
158,6,-144.082300
159,6,-142.637400
160,3,-75.503700
161,0,95.805250
162,2,107.095700
163,0,95.203050
164,6,-143.178600
165,8,-161.106700
166,2,106.623000
167,3,-73.844900
168,6,-142.352700
169,0,93.910600
170,8,-164.159500
171,0,92.011500
172,5,-102.784000
173,5,-99.988800
174,0,92.761900
175,6,-141.901450
176,2,102.121200
177,5,-101.423700
178,6,-143.891300
179,4,-44.535100
180,3,-75.421600
181,6,-140.644700
182,0,96.261200
183,5,-102.286100
184,0,94.203150
185,2,108.787100
186,5,-101.522400
187,0,95.566850
188,6,-140.937100
189,5,-101.173300
190,6,-142.733450
191,5,-99.097900
192,8,160.667300
193,8,157.638500
194,8,-159.598400
195,3,-74.938500
196,2,109.125000
197,0,93.702000
198,8,-157.636950
199,2,109.709700
200,8,156.652100
201,2,197.824850
202,3,-66.130750
203,3,-67.702550
204,0,20.666600
205,2,200.144600
206,3,-66.413400
207,6,-41.641100
208,7,49.273700
209,7,50.219500
210,6,-42.312100
211,6,-41.992000
212,3,-67.728950
213,6,-39.951950
214,4,234.528700
215,7,51.435500
216,7,53.180950
217,6,-40.842900
